SRA acc,Biosample acc,Bioproject acc,Taxonomia acc,Instrumento,Amostras,Bases,Tamanho,Organismo,Estratégia,Recurso,Seleção,Protocolo,Criação
SRR11920098,SAMN15096801,PRJNA637105,233155,Illumina HiSeq 4000,7908342,2.4,982.01,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920099,SAMN15096802,PRJNA637105,233155,Illumina HiSeq 4000,7803584,2.3,935.01,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920100,SAMN15096802,PRJNA637105,233155,Illumina HiSeq 4000,7340041,2.2,865.54,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920101,SAMN15096802,PRJNA637105,233155,Illumina HiSeq 4000,7911289,2.4,922.86,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920102,SAMN15096802,PRJNA637105,233155,Illumina HiSeq 4000,7888992,2.4,922.4,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920103,SAMN15096802,PRJNA637105,233155,Illumina HiSeq 4000,7414645,2.2,856.81,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920104,SAMN15096802,PRJNA637105,233155,Illumina HiSeq 4000,7946414,2.4,923.17,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920105,SAMN15096801,PRJNA637105,233155,Illumina HiSeq 4000,7897674,2.4,910.77,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920093,SAMN15096800,PRJNA637105,233155,Illumina HiSeq 4000,7918517,2.4,924.36,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920107,SAMN15096801,PRJNA637105,233155,Illumina HiSeq 4000,7962528,2.4,922.13,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920108,SAMN15096801,PRJNA637105,233155,Illumina HiSeq 4000,7977127,2.4,919.45,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920106,SAMN15096803,PRJNA637105,233155,Illumina HiSeq 4000,7926309,2.4,921.91,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920109,SAMN15096803,PRJNA637105,233155,Illumina HiSeq 4000,7414724,2.2,877.38,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920110,SAMN15096803,PRJNA637105,233155,Illumina HiSeq 4000,7934697,2.4,952.68,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920111,SAMN15096803,PRJNA637105,233155,Illumina HiSeq 4000,7875816,2.4,920.15,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920112,SAMN15096803,PRJNA637105,233155,Illumina HiSeq 4000,7827032,2.3,905.3,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920113,SAMN15096803,PRJNA637105,233155,Illumina HiSeq 4000,8003597,2.4,919.43,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920114,SAMN15096804,PRJNA637105,233155,Illumina HiSeq 4000,7878904,2.4,937.7,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920115,SAMN15096804,PRJNA637105,233155,Illumina HiSeq 4000,8024607,2.4,954.09,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920116,SAMN15096804,PRJNA637105,233155,Illumina HiSeq 4000,8003936,2.4,948.85,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920117,SAMN15096804,PRJNA637105,233155,Illumina HiSeq 4000,7411888,2.2,876.58,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920118,SAMN15096801,PRJNA637105,233155,Illumina HiSeq 4000,7857210,2.4,905.84,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920119,SAMN15096804,PRJNA637105,233155,Illumina HiSeq 4000,7965546,2.4,944.54,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920120,SAMN15096804,PRJNA637105,233155,Illumina HiSeq 4000,7848227,2.4,942.14,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920121,SAMN15096799,PRJNA637105,233155,Illumina HiSeq 4000,7841475,2.4,938.05,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920122,SAMN15096799,PRJNA637105,233155,Illumina HiSeq 4000,7893632,2.4,947.13,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920123,SAMN15096799,PRJNA637105,233155,Illumina HiSeq 4000,7866014,2.4,943.45,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920124,SAMN15096799,PRJNA637105,233155,Illumina HiSeq 4000,7970194,2.4,952.87,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920125,SAMN15096799,PRJNA637105,233155,Illumina HiSeq 4000,8028930,2.4,950.92,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920126,SAMN15096799,PRJNA637105,233155,Illumina HiSeq 4000,7987499,2.4,951.24,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11920127,SAMN15096800,PRJNA637105,233155,Illumina HiSeq 4000,7905459,2.4,925.96,Culex pipiens molestus,RNA-Seq,Transcriptomic,Cdna,,2020/06/03
SRR11651065,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,9.91,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11651066,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,8.22,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11651067,SAMN14776761,PRJNA629472,7176,MinION,3097,0.0,7.49,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11651068,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,9.75,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11651069,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.68,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11651070,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,9.99,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11651071,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.2,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11651072,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.36,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11651073,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.9,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11651074,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.0,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11651075,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.52,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11651076,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.92,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650729,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.28,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650730,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.62,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650731,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.92,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650732,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.12,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650733,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.4,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650734,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.03,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650735,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.01,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650736,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.13,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650737,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.21,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650738,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.27,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650739,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.25,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650740,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.66,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650741,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.87,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650742,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.75,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650743,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.07,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650744,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.83,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650745,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.0,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650746,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.99,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650747,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.01,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650748,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.48,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650749,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.5,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650750,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.72,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650751,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.49,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650752,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.34,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650753,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.12,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650754,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.43,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650755,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.92,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650756,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.51,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650757,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.85,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650758,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.55,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650759,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.71,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650760,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.53,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650761,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.83,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650762,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.2,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650763,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.34,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650764,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.89,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650765,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.14,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650766,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.09,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650767,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.8,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650768,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.75,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650769,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.14,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650770,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.99,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650771,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.28,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650772,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.78,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650773,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.3,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650774,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.46,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650775,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.38,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650776,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.32,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650777,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.31,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650778,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.37,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650779,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.5,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650780,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.08,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650781,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.29,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650782,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.43,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650783,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.39,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650784,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.56,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650785,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.53,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650786,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.98,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650787,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.24,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650788,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.35,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650789,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.56,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650790,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.14,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650791,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.04,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650792,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.78,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650793,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.04,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650794,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,9.96,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650795,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.38,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650796,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.07,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650797,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.42,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650798,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.9,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650799,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.11,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650800,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.57,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650801,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.24,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650802,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.3,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650803,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.29,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650804,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.76,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650805,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,7.87,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650806,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.86,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650807,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.43,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650808,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.77,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650809,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.89,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650810,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.94,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650811,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.23,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650812,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.02,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650813,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.59,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650814,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.65,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650815,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.78,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650816,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,9.87,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650817,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.57,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650818,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.92,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650819,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.64,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650820,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.33,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650821,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.6,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650822,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.44,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650823,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.37,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650824,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.61,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650825,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.06,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650826,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.5,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650827,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.2,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650828,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.37,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650829,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.58,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650830,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.94,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650831,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.37,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650832,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,9.95,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650833,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.56,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650834,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.07,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650835,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.4,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650836,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.16,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650837,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.49,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650838,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.23,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650839,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.63,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650840,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.31,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650841,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,9.75,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650842,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.26,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650843,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.34,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650844,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.7,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650845,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.59,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650846,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,11.1,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650847,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.22,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650848,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.23,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650849,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,9.87,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650850,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.21,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650851,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.43,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650852,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.25,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650853,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.52,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650854,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.34,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650855,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.6,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650856,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.2,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650857,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,9.95,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650858,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.87,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650859,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.29,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650860,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,9.9,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650861,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,9.93,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650862,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.08,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650863,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.57,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650864,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.43,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650865,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.96,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650866,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.4,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650867,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.5,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
SRR11650868,SAMN14776761,PRJNA629472,7176,MinION,4000,0.0,10.85,Culex quinquefasciatus,WGS,Genomic,Random,,2020/05/26
