SRA acc,Biosample acc,Bioproject acc,Taxonomia acc,Instrumento,Amostras,Bases,Tamanho,Organismo,Estratégia,Recurso,Seleção,Protocolo,Criação
SRR32628668,SAMN47286397,PRJNA1227508,7160,Illumina NovaSeq 6000,95201917,28.1,9080.64,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628669,SAMN47286396,PRJNA1227508,7160,Illumina NovaSeq 6000,136561215,40.4,11997.35,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628670,SAMN47286288,PRJNA1227508,7160,Illumina NovaSeq 6000,74287133,22.0,5581.7,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628671,SAMN47286395,PRJNA1227508,7160,Illumina NovaSeq 6000,66762583,19.6,6396.84,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628672,SAMN47286394,PRJNA1227508,7160,Illumina NovaSeq 6000,142035462,42.1,12116.36,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628673,SAMN47286393,PRJNA1227508,7160,Illumina NovaSeq 6000,57701861,17.0,5397.7,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628674,SAMN47286392,PRJNA1227508,7160,Illumina NovaSeq 6000,56419118,16.6,5431.32,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628675,SAMN47286391,PRJNA1227508,7160,Illumina NovaSeq 6000,58412206,17.3,5128.53,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628676,SAMN47286390,PRJNA1227508,7160,Illumina NovaSeq 6000,67080512,19.9,5699.0,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628677,SAMN47286389,PRJNA1227508,7160,Illumina NovaSeq 6000,52045254,15.4,4518.59,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628678,SAMN47286388,PRJNA1227508,7160,Illumina NovaSeq 6000,106452317,31.2,8429.35,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628679,SAMN47286387,PRJNA1227508,7160,Illumina NovaSeq 6000,52457973,15.2,4313.39,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628680,SAMN47286386,PRJNA1227508,7160,Illumina NovaSeq 6000,122725372,36.2,9640.89,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628681,SAMN47286287,PRJNA1227508,7160,Illumina NovaSeq 6000,352791093,104.8,23573.38,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628682,SAMN47286385,PRJNA1227508,7160,Illumina NovaSeq 6000,102975291,30.2,8189.63,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628683,SAMN47286384,PRJNA1227508,7160,Illumina NovaSeq 6000,99481405,29.2,7973.1,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628684,SAMN47286383,PRJNA1227508,7160,Illumina NovaSeq 6000,112081121,32.9,8828.63,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628685,SAMN47286382,PRJNA1227508,7160,Illumina NovaSeq 6000,130722399,38.5,10276.08,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628686,SAMN47286381,PRJNA1227508,7160,Illumina NovaSeq 6000,80407985,23.5,6329.74,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628687,SAMN47286380,PRJNA1227508,7160,Illumina NovaSeq 6000,153116040,44.3,11369.32,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628688,SAMN47286379,PRJNA1227508,7160,Illumina NovaSeq 6000,93067976,26.5,6920.49,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628689,SAMN47286378,PRJNA1227508,7160,Illumina NovaSeq 6000,147416915,42.6,10775.14,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628690,SAMN47286377,PRJNA1227508,7160,Illumina NovaSeq 6000,139196845,40.2,10224.73,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628691,SAMN47286376,PRJNA1227508,7160,Illumina NovaSeq 6000,120664882,34.9,8880.81,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628692,SAMN47286286,PRJNA1227508,7160,Illumina NovaSeq 6000,50587729,15.0,3869.77,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628693,SAMN47286277,PRJNA1227508,7160,Illumina NovaSeq 6000,93805831,27.4,7538.76,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32628694,SAMN47286276,PRJNA1227508,7160,Illumina NovaSeq 6000,109613536,31.9,8539.87,Aedes albopictus,WGS,Genomic,Random,,2025/07/17
SRR32513987,SAMN46879492,PRJNA1225178,7160,Illumina MiSeq,4,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513988,SAMN46879491,PRJNA1225178,7160,Illumina MiSeq,12,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32381018,SAMN46879562,PRJNA1225178,7160,Illumina NovaSeq 6000,8732892,3.4,1209.35,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381021,SAMN46879479,PRJNA1225178,7160,Illumina NovaSeq 6000,32346618,12.6,4426.78,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381031,SAMN46879550,PRJNA1225178,7160,Illumina NovaSeq 6000,8193868,3.2,1171.29,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381032,SAMN46879478,PRJNA1225178,7160,Illumina NovaSeq 6000,8977029,3.5,1284.29,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381033,SAMN46879549,PRJNA1225178,7160,Illumina NovaSeq 6000,8137902,3.2,1107.77,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381034,SAMN46879548,PRJNA1225178,7160,Illumina NovaSeq 6000,17898663,6.9,2478.8,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381035,SAMN46879547,PRJNA1225178,7160,Illumina NovaSeq 6000,9116908,3.5,1234.74,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381036,SAMN46879546,PRJNA1225178,7160,Illumina NovaSeq 6000,20265829,7.9,2783.76,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381037,SAMN46879545,PRJNA1225178,7160,Illumina NovaSeq 6000,9579850,3.7,1303.06,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381038,SAMN46879544,PRJNA1225178,7160,Illumina NovaSeq 6000,8690241,3.4,1203.37,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381039,SAMN46879543,PRJNA1225178,7160,Illumina NovaSeq 6000,9222583,3.6,1260.98,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381040,SAMN46879542,PRJNA1225178,7160,Illumina NovaSeq 6000,7282959,2.9,1045.44,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381041,SAMN46879541,PRJNA1225178,7160,Illumina NovaSeq 6000,7783579,3.1,1071.89,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381042,SAMN46879540,PRJNA1225178,7160,Illumina NovaSeq 6000,4978817,1.9,708.75,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381043,SAMN46879477,PRJNA1225178,7160,Illumina NovaSeq 6000,9771772,3.8,1340.32,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381044,SAMN46879539,PRJNA1225178,7160,Illumina NovaSeq 6000,8288270,3.2,1133.46,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381045,SAMN46879538,PRJNA1225178,7160,Illumina NovaSeq 6000,8925038,3.5,1274.51,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381046,SAMN46879537,PRJNA1225178,7160,Illumina NovaSeq 6000,6345120,2.5,897.76,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381054,SAMN46879476,PRJNA1225178,7160,Illumina NovaSeq 6000,9155210,3.6,1318.81,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381065,SAMN46879475,PRJNA1225178,7160,Illumina NovaSeq 6000,14592203,5.7,2053.45,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381066,SAMN46879563,PRJNA1225178,7160,Illumina NovaSeq 6000,8198878,3.2,1173.55,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381073,SAMN46879513,PRJNA1225178,7160,Illumina NovaSeq 6000,11771978,4.6,1607.22,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381074,SAMN46879512,PRJNA1225178,7160,Illumina NovaSeq 6000,9805059,3.9,1418.49,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381075,SAMN46879511,PRJNA1225178,7160,Illumina NovaSeq 6000,9325332,3.7,1348.1,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381076,SAMN46879510,PRJNA1225178,7160,Illumina NovaSeq 6000,13704367,5.4,1950.77,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381077,SAMN46879474,PRJNA1225178,7160,Illumina NovaSeq 6000,10756426,4.2,1469.83,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381078,SAMN46879509,PRJNA1225178,7160,Illumina NovaSeq 6000,8781360,3.5,1212.53,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381079,SAMN46879508,PRJNA1225178,7160,Illumina NovaSeq 6000,16624888,6.5,2275.96,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381080,SAMN46879507,PRJNA1225178,7160,Illumina NovaSeq 6000,7117944,2.8,1010.86,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381088,SAMN46879473,PRJNA1225178,7160,Illumina NovaSeq 6000,10379857,4.1,1426.86,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381096,SAMN46879492,PRJNA1225178,7160,Illumina NovaSeq 6000,8178052,3.2,1205.09,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381097,SAMN46879491,PRJNA1225178,7160,Illumina NovaSeq 6000,7992144,3.1,1093.57,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381098,SAMN46879490,PRJNA1225178,7160,Illumina NovaSeq 6000,10143736,4.0,1390.39,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381099,SAMN46879472,PRJNA1225178,7160,Illumina NovaSeq 6000,9158106,3.6,1253.04,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381100,SAMN46879489,PRJNA1225178,7160,Illumina NovaSeq 6000,8554012,3.4,1172.29,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381101,SAMN46879488,PRJNA1225178,7160,Illumina NovaSeq 6000,10129807,4.0,1399.16,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381102,SAMN46879487,PRJNA1225178,7160,Illumina NovaSeq 6000,8690568,3.4,1188.97,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381104,SAMN46879485,PRJNA1225178,7160,Illumina NovaSeq 6000,6780263,2.7,933.58,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381105,SAMN46879484,PRJNA1225178,7160,Illumina NovaSeq 6000,9687721,3.8,1329.5,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381106,SAMN46879483,PRJNA1225178,7160,Illumina NovaSeq 6000,18011821,7.1,2523.73,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381107,SAMN46879482,PRJNA1225178,7160,Illumina NovaSeq 6000,8511963,3.3,1189.97,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381108,SAMN46879481,PRJNA1225178,7160,Illumina NovaSeq 6000,10197076,4.0,1420.56,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381109,SAMN46879480,PRJNA1225178,7160,Illumina NovaSeq 6000,9960281,3.9,1418.22,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381110,SAMN46879471,PRJNA1225178,7160,Illumina NovaSeq 6000,8009607,3.1,1098.25,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32513912,SAMN46879479,PRJNA1225178,7160,Illumina MiSeq,4,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513923,SAMN46879478,PRJNA1225178,7160,Illumina MiSeq,5,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513934,SAMN46879477,PRJNA1225178,7160,Illumina MiSeq,14,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513990,SAMN46879489,PRJNA1225178,7160,Illumina MiSeq,13,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513991,SAMN46879488,PRJNA1225178,7160,Illumina MiSeq,18,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513992,SAMN46879487,PRJNA1225178,7160,Illumina MiSeq,15,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513993,SAMN46879486,PRJNA1225178,7160,Illumina MiSeq,16,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513994,SAMN46879485,PRJNA1225178,7160,Illumina MiSeq,21,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513995,SAMN46879484,PRJNA1225178,7160,Illumina MiSeq,7,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513996,SAMN46879483,PRJNA1225178,7160,Illumina MiSeq,14,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513997,SAMN46879482,PRJNA1225178,7160,Illumina MiSeq,7,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513998,SAMN46879481,PRJNA1225178,7160,Illumina MiSeq,6,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513999,SAMN46879480,PRJNA1225178,7160,Illumina MiSeq,17,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513909,SAMN46879562,PRJNA1225178,7160,Illumina MiSeq,14,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513945,SAMN46879476,PRJNA1225178,7160,Illumina MiSeq,13,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513956,SAMN46879475,PRJNA1225178,7160,Illumina MiSeq,13,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513962,SAMN46879563,PRJNA1225178,7160,Illumina MiSeq,9,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513964,SAMN46879550,PRJNA1225178,7160,Illumina MiSeq,6,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513965,SAMN46879549,PRJNA1225178,7160,Illumina MiSeq,18,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513966,SAMN46879548,PRJNA1225178,7160,Illumina MiSeq,14,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513967,SAMN46879474,PRJNA1225178,7160,Illumina MiSeq,7,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513968,SAMN46879547,PRJNA1225178,7160,Illumina MiSeq,12,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513969,SAMN46879546,PRJNA1225178,7160,Illumina MiSeq,10,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513970,SAMN46879545,PRJNA1225178,7160,Illumina MiSeq,12,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513971,SAMN46879544,PRJNA1225178,7160,Illumina MiSeq,11,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513972,SAMN46879543,PRJNA1225178,7160,Illumina MiSeq,10,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513973,SAMN46879542,PRJNA1225178,7160,Illumina MiSeq,5,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513974,SAMN46879541,PRJNA1225178,7160,Illumina MiSeq,14,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513975,SAMN46879540,PRJNA1225178,7160,Illumina MiSeq,22,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513976,SAMN46879539,PRJNA1225178,7160,Illumina MiSeq,11,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513977,SAMN46879538,PRJNA1225178,7160,Illumina MiSeq,12,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513978,SAMN46879473,PRJNA1225178,7160,Illumina MiSeq,8,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513979,SAMN46879537,PRJNA1225178,7160,Illumina MiSeq,8,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513980,SAMN46879513,PRJNA1225178,7160,Illumina MiSeq,8,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513981,SAMN46879512,PRJNA1225178,7160,Illumina MiSeq,5,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513982,SAMN46879511,PRJNA1225178,7160,Illumina MiSeq,7,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513983,SAMN46879510,PRJNA1225178,7160,Illumina MiSeq,8,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513984,SAMN46879509,PRJNA1225178,7160,Illumina MiSeq,10,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513985,SAMN46879508,PRJNA1225178,7160,Illumina MiSeq,14,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513986,SAMN46879507,PRJNA1225178,7160,Illumina MiSeq,17,0.0,0.07,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32513989,SAMN46879472,PRJNA1225178,7160,Illumina MiSeq,6,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32514000,SAMN46879471,PRJNA1225178,7160,Illumina MiSeq,13,0.0,0.06,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32514001,SAMN46879470,PRJNA1225178,7160,Illumina MiSeq,1145,0.0,0.16,Aedes albopictus,AMPLICON,Genomic,Pcr,,2025/02/27
SRR32381103,SAMN46879486,PRJNA1225178,7160,Illumina NovaSeq 6000,10948338,4.3,1497.64,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32381111,SAMN46879470,PRJNA1225178,7160,Illumina NovaSeq 6000,7565535,3.0,1101.25,Aedes albopictus,WGS,Metagenomic,Random Pcr,,2025/02/18
SRR32297355,SAMN46745376,PRJNA1221572,7160,Illumina NovaSeq 6000,17279972,2.2,707.02,Aedes albopictus,miRNA-Seq,Transcriptomic,Size Fractionation,,2026/02/07
SRR32297356,SAMN46745375,PRJNA1221572,7160,Illumina NovaSeq 6000,26177477,3.4,1048.3,Aedes albopictus,miRNA-Seq,Transcriptomic,Size Fractionation,,2026/02/07
SRR32297357,SAMN46745374,PRJNA1221572,7160,Illumina NovaSeq 6000,26175625,8.3,2794.74,Aedes albopictus,RNA-Seq,Transcriptomic,Oligo-Dt,,2026/02/07
SRR32297358,SAMN46745373,PRJNA1221572,7160,Illumina NovaSeq 6000,35772874,11.4,3787.59,Aedes albopictus,RNA-Seq,Transcriptomic,Oligo-Dt,,2026/02/07
SRR32297359,SAMN46745372,PRJNA1221572,7160,Illumina NovaSeq 6000,24998401,7.9,2644.08,Aedes albopictus,RNA-Seq,Transcriptomic,Oligo-Dt,,2026/02/07
SRR32297360,SAMN46745371,PRJNA1221572,7160,Illumina NovaSeq 6000,27984339,8.9,2942.17,Aedes albopictus,RNA-Seq,Transcriptomic,Oligo-Dt,,2026/02/07
SRR32297361,SAMN46745370,PRJNA1221572,7160,Illumina NovaSeq 6000,32179532,10.2,3405.26,Aedes albopictus,RNA-Seq,Transcriptomic,Oligo-Dt,,2026/02/07
SRR32297362,SAMN46745369,PRJNA1221572,7160,Illumina NovaSeq 6000,30401442,9.7,3216.36,Aedes albopictus,RNA-Seq,Transcriptomic,Oligo-Dt,,2026/02/07
SRR32297366,SAMN46745382,PRJNA1221572,7160,Illumina NovaSeq 6000,23798042,3.1,993.38,Aedes albopictus,miRNA-Seq,Transcriptomic,Size Fractionation,,2026/02/07
SRR32297363,SAMN46745381,PRJNA1221572,7160,Illumina NovaSeq 6000,25109341,3.3,1122.76,Aedes albopictus,miRNA-Seq,Transcriptomic,Size Fractionation,,2026/02/07
SRR32297364,SAMN46745380,PRJNA1221572,7160,Illumina NovaSeq 6000,3925,0.0,0.25,Aedes albopictus,miRNA-Seq,Transcriptomic,Size Fractionation,,2026/02/07
SRR32297365,SAMN46745379,PRJNA1221572,7160,Illumina NovaSeq 6000,30424961,4.0,1250.66,Aedes albopictus,miRNA-Seq,Transcriptomic,Size Fractionation,,2026/02/07
SRR32297367,SAMN46745378,PRJNA1221572,7160,Illumina NovaSeq 6000,20818497,2.7,876.5,Aedes albopictus,miRNA-Seq,Transcriptomic,Size Fractionation,,2026/02/07
SRR32297368,SAMN46745377,PRJNA1221572,7160,Illumina NovaSeq 6000,9207486,1.2,383.43,Aedes albopictus,miRNA-Seq,Transcriptomic,Size Fractionation,,2026/02/07
SRR32297369,SAMN46745368,PRJNA1221572,7160,Illumina NovaSeq 6000,30225313,9.6,3178.64,Aedes albopictus,RNA-Seq,Transcriptomic,Oligo-Dt,,2026/02/07
SRR32297370,SAMN46745367,PRJNA1221572,7160,Illumina NovaSeq 6000,34884195,11.1,3705.51,Aedes albopictus,RNA-Seq,Transcriptomic,Oligo-Dt,,2026/02/07
SRR32289999,SAMN46588170,PRJNA1219649,7160,Illumina NovaSeq 6000,8674728,2.6,892.78,Aedes albopictus,WGS,Genomic,Random,,2025/02/10
SRR32290000,SAMN46588169,PRJNA1219649,7160,Illumina NovaSeq 6000,9167750,2.8,940.72,Aedes albopictus,WGS,Genomic,Random,,2025/02/10
SRR32290001,SAMN46588168,PRJNA1219649,7160,Illumina NovaSeq 6000,11660847,3.5,1199.88,Aedes albopictus,WGS,Genomic,Random,,2025/02/10
SRR26213638,SAMN37595813,PRJNA1022310,7160,Illumina NovaSeq 6000,12114191,1.6,495.27,Aedes albopictus,miRNA-Seq,Transcriptomic,Size Fractionation,,2024/07/27
SRR26213639,SAMN37595812,PRJNA1022310,7160,Illumina NovaSeq 6000,17107136,2.2,706.32,Aedes albopictus,miRNA-Seq,Transcriptomic,Size Fractionation,,2024/07/27
SRR26213640,SAMN37595811,PRJNA1022310,7160,Illumina NovaSeq 6000,28128848,8.9,2993.9,Aedes albopictus,RNA-Seq,Transcriptomic,Oligo-Dt,,2024/07/27
SRR26213641,SAMN37595810,PRJNA1022310,7160,Illumina NovaSeq 6000,29752064,9.5,3154.16,Aedes albopictus,RNA-Seq,Transcriptomic,Oligo-Dt,,2024/07/27
SRR26213642,SAMN37595809,PRJNA1022310,7160,Illumina NovaSeq 6000,27983553,8.9,2975.66,Aedes albopictus,RNA-Seq,Transcriptomic,Oligo-Dt,,2024/07/27
SRR26213643,SAMN37595808,PRJNA1022310,7160,Illumina NovaSeq 6000,30827718,9.8,3274.58,Aedes albopictus,RNA-Seq,Transcriptomic,Oligo-Dt,,2024/07/27
SRR26213644,SAMN37595807,PRJNA1022310,7160,Illumina NovaSeq 6000,29315640,9.3,3089.51,Aedes albopictus,RNA-Seq,Transcriptomic,Oligo-Dt,,2024/07/27
SRR26213645,SAMN37595806,PRJNA1022310,7160,Illumina NovaSeq 6000,31025831,9.9,3302.64,Aedes albopictus,RNA-Seq,Transcriptomic,Oligo-Dt,,2024/07/27
SRR26213646,SAMN37595819,PRJNA1022310,7160,Illumina NovaSeq 6000,8087,0.0,0.47,Aedes albopictus,miRNA-Seq,Transcriptomic,Size Fractionation,,2024/07/27
SRR26213647,SAMN37595818,PRJNA1022310,7160,Illumina NovaSeq 6000,20937698,2.7,881.55,Aedes albopictus,miRNA-Seq,Transcriptomic,Size Fractionation,,2024/07/27
SRR26213648,SAMN37595817,PRJNA1022310,7160,Illumina NovaSeq 6000,23530750,3.1,1022.6,Aedes albopictus,miRNA-Seq,Transcriptomic,Size Fractionation,,2024/07/27
SRR26213649,SAMN37595816,PRJNA1022310,7160,Illumina NovaSeq 6000,26708080,3.5,1177.6,Aedes albopictus,miRNA-Seq,Transcriptomic,Size Fractionation,,2024/07/27
SRR26213650,SAMN37595815,PRJNA1022310,7160,Illumina NovaSeq 6000,28633953,3.7,1219.79,Aedes albopictus,miRNA-Seq,Transcriptomic,Size Fractionation,,2024/07/27
SRR26213651,SAMN37595814,PRJNA1022310,7160,Illumina NovaSeq 6000,30093158,3.9,1230.31,Aedes albopictus,miRNA-Seq,Transcriptomic,Size Fractionation,,2024/07/27
SRR26213652,SAMN37595805,PRJNA1022310,7160,Illumina NovaSeq 6000,27236164,8.7,2891.52,Aedes albopictus,RNA-Seq,Transcriptomic,Oligo-Dt,,2024/07/27
SRR26213653,SAMN37595804,PRJNA1022310,7160,Illumina NovaSeq 6000,28835560,9.2,3090.24,Aedes albopictus,RNA-Seq,Transcriptomic,Oligo-Dt,,2024/07/27
SRR31929602,SAMN46161481,PRJNA1104658,7160,Illumina NovaSeq X Plus,45577925,13.7,3959.19,Aedes albopictus,RNA-Seq,Transcriptomic,Random Pcr,,2025/10/10
SRR31929603,SAMN46161480,PRJNA1104658,7160,Illumina NovaSeq X Plus,108482459,32.5,9578.9,Aedes albopictus,RNA-Seq,Transcriptomic,Random Pcr,,2025/10/10
SRR31929604,SAMN46161479,PRJNA1104658,7160,Illumina NovaSeq X Plus,43899054,13.2,3843.46,Aedes albopictus,RNA-Seq,Transcriptomic,Random Pcr,,2025/10/10
SRR31929607,SAMN46161483,PRJNA1104658,7160,NextSeq 2000,35325821,2.7,787.21,Aedes albopictus,miRNA-Seq,Transcriptomic,Rt-Pcr,,2025/10/10
SRR31929608,SAMN46161482,PRJNA1104658,7160,NextSeq 2000,13564254,1.0,347.18,Aedes albopictus,miRNA-Seq,Transcriptomic,Rt-Pcr,,2025/10/10
SRR31929609,SAMN46161481,PRJNA1104658,7160,NextSeq 2000,30056071,2.3,788.07,Aedes albopictus,miRNA-Seq,Transcriptomic,Rt-Pcr,,2025/10/10
